"province_code","province_name_eng","pc_code","ps_code","ps_type","commission","audit_reason","commission_decision","bvv_total","audit_or_recount"
"03","PARWAN","0305100","0305100-02","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0307118","0307118-05","F","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",7,"YES"
"03","PARWAN","0307118","0307118-06","F","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",10,"YES"
"03","PARWAN","0307119","0307119-08","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",23,"YES"
"03","PARWAN","0307126","0307126-01","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",23,"YES"
"03","PARWAN","0307126","0307126-02","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",34,"YES"
"03","PARWAN","0307126","0307126-03","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",17,"YES"
"03","PARWAN","0307126","0307126-04","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",32,"YES"
"03","PARWAN","0307126","0307126-05","F","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",6,"YES"
"03","PARWAN","0307126","0307126-06","F","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",10,"YES"
"03","PARWAN","0307127","0307127-01","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",64,"YES"
"03","PARWAN","0307127","0307127-02","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",112,"YES"
"03","PARWAN","0307127","0307127-03","M","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",81,"YES"
"03","PARWAN","0307127","0307127-04","M","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",85,"YES"
"03","PARWAN","0307127","0307127-05","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",64,"YES"
"03","PARWAN","0307127","0307127-06","F","As per the decision of the Commissions","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0307127","0307127-07","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",26,"YES"
"03","PARWAN","0307129","0307129-01","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",49,"YES"
"03","PARWAN","0307129","0307129-02","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",52,"YES"
"03","PARWAN","0307129","0307129-03","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",123,"YES"
"03","PARWAN","0308135","0308135-01","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0308135","0308135-02","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0308136","0308136-03","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0308141","0308141-03","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0308143","0308143-02","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0308145","0308145-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",62,"YES"
"03","PARWAN","0308145","0308145-02","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"03","PARWAN","0308145","0308145-03","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"03","PARWAN","0309147","0309147-01","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",83,"YES"
"03","PARWAN","0309147","0309147-02","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",41,"YES"
"03","PARWAN","0309147","0309147-03","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",55,"YES"
"03","PARWAN","0309147","0309147-04","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",63,"YES"
"03","PARWAN","0309147","0309147-05","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",61,"YES"
"03","PARWAN","0309148","0309148-01","M","As per the decision of the IEC","Digital results forms received but physical forms not received by National Tally Center","Decision 104 Annex 2",71,"YES"
"03","PARWAN","0309148","0309148-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",74,"YES"
"03","PARWAN","0309148","0309148-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",82,"YES"
"03","PARWAN","0309148","0309148-04","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",88,"YES"
"03","PARWAN","0309148","0309148-05","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0309148","0309148-06","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",95,"YES"
"03","PARWAN","0309149","0309149-01","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"03","PARWAN","0309149","0309149-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",39,"YES"
"03","PARWAN","0309149","0309149-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",30,"YES"
"03","PARWAN","0309149","0309149-04","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",9,"YES"
"03","PARWAN","0309149","0309149-05","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",2,"YES"
"03","PARWAN","0310160","0310160-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",135,"YES"
"03","PARWAN","0310160","0310160-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",148,"YES"
"03","PARWAN","0310161","0310161-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",7,"YES"
"03","PARWAN","0310161","0310161-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",11,"YES"
"04","MAYDANWARDAK","0401001","0401001-05","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"04","MAYDANWARDAK","0401004","0401004-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401004","0401004-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401004","0401004-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401004","0401004-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401004","0401004-05","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401005","0401005-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401005","0401005-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401005","0401005-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401005","0401005-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401005","0401005-05","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-06","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401006","0401006-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401007","0401007-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401007","0401007-02","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"04","MAYDANWARDAK","0401007","0401007-03","M","As per the decision of the IEC","Physical results forms show zero votes but digital results and BVV data have vote information","Decision 104 Annex 5",1,"YES"
"04","MAYDANWARDAK","0401007","0401007-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401008","0401008-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401008","0401008-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401008","0401008-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401008","0401008-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401010","0401010-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401010","0401010-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401010","0401010-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0401012","0401012-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402014","0402014-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402015","0402015-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402015","0402015-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402015","0402015-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402015","0402015-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402015","0402015-05","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402016","0402016-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402016","0402016-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402016","0402016-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402016","0402016-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402019","0402019-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402020","0402020-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402020","0402020-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402020","0402020-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402020","0402020-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402020","0402020-05","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402022","0402022-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",40,"YES"
"04","MAYDANWARDAK","0402022","0402022-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402022","0402022-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0402022","0402022-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0403035","0403035-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0403035","0403035-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0403035","0403035-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0403035","0403035-04","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0403035","0403035-05","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404043","0404043-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404045","0404045-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404051","0404051-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-06","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404052","0404052-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-01","M","As per the decision of the IEC","Physical results forms show zero votes but digital results and BVV data have vote information","Decision 104 Annex 5",77,"YES"
"04","MAYDANWARDAK","0404053","0404053-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",161,"YES"
"04","MAYDANWARDAK","0404053","0404053-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-06","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0404053","0404053-08","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405065","0405065-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405067","0405067-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-06","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405068","0405068-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405071","0405071-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-02","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-03","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-04","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-05","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-06","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405074","0405074-07","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"04","MAYDANWARDAK","0405075","0405075-01","M","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
