"election_type","election_date","results_status","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_valid_votes","fem_ps_valid_votes","male_ps_invalid_votes","fem_ps_invalid_votes","votes","total_invalid_votes"
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0619","SHERZAD","شيرزاد","0619","SHERZAD","شيرزاد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",697,301,0,0,998,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0619","SHERZAD","شيرزاد","0619","SHERZAD","شيرزاد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2257,1565,0,0,3822,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0620","NAZYAN","نازيان","0620","NAZYAN","نازيان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",365,164,0,0,529,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0620","NAZYAN","نازيان","0620","NAZYAN","نازيان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4170,1051,0,0,5221,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0621","HESARAK","حصاركا","0621","HESARAK","حصاركا","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",493,430,0,0,923,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0621","HESARAK","حصاركا","0621","HESARAK","حصاركا","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",815,1261,0,0,2076,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0622","DURBABA","در بابا","0622","DURBABA","در بابا","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1495,1043,0,0,2538,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","06","NANGARHAR","ننگرهار","0622","DURBABA","در بابا","0622","DURBABA","در بابا","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",9401,4585,0,0,13986,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0701","MEHTARLAM","مهترلام","0701","MEHTARLAM","مهترلام","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2554,1396,9,14,3950,23
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0701","MEHTARLAM","مهترلام","0701","MEHTARLAM","مهترلام","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",38715,13133,588,102,51848,690
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0702","QARGHAYI","قرغه یي","0702","QARGHAYI","قرغه یي","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2555,926,0,0,3481,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0702","QARGHAYI","قرغه یي","0702","QARGHAYI","قرغه یي","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",19605,10413,0,0,30018,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0703","ALISHANG","علیشنګ","0703","ALISHANG","علیشنګ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",684,463,0,39,1147,39
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0703","ALISHANG","علیشنګ","0703","ALISHANG","علیشنګ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4036,1422,0,215,5458,215
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0704","ALINGAR","علشنكار","0704","ALINGAR","علشنكار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",684,418,7,0,1102,7
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0704","ALINGAR","علشنكار","0704","ALINGAR","علشنكار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7847,2575,556,0,10422,556
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0705","DAWLATSHAH","دولت شاه","0705","DAWLATSHAH","دولت شاه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4367,2125,0,138,6492,138
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0705","DAWLATSHAH","دولت شاه","0705","DAWLATSHAH","دولت شاه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1881,979,0,107,2860,107
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0706","BADPAKH","باديش","0706","BADPAKH","باديش","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5,0,0,0,5,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","07","LAGHMAN","لغمان","0706","BADPAKH","باديش","0706","BADPAKH","باديش","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",20,4,0,0,24,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0801","BAZARAK","بازارى","0801","BAZARAK","بازارى","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3285,2585,0,0,5870,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0801","BAZARAK","بازارى","0801","BAZARAK","بازارى","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",258,130,0,0,388,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0802","RUKHA","رخه","0802","RUKHA","رخه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3421,2074,0,0,5495,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0802","RUKHA","رخه","0802","RUKHA","رخه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",382,118,0,0,500,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0803","DARA","دره","0803","DARA","دره","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3057,2293,0,0,5350,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0803","DARA","دره","0803","DARA","دره","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",234,81,0,0,315,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0804","KHENJ (HES-E- AWAL)","حصه اول خنج","0804","KHENJ (HES-E- AWAL)","حصه اول خنج","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8014,3470,0,0,11484,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0804","KHENJ (HES-E- AWAL)","حصه اول خنج","0804","KHENJ (HES-E- AWAL)","حصه اول خنج","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",292,42,0,0,334,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0805","ONABA(ANAWA)","عنابه","0805","ONABA(ANAWA)","عنابه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5892,2448,521,0,8340,521
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0805","ONABA(ANAWA)","عنابه","0805","ONABA(ANAWA)","عنابه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",369,153,77,0,522,77
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0806","SHUTUL","شتل","0806","SHUTUL","شتل","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2199,1330,0,0,3529,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0806","SHUTUL","شتل","0806","SHUTUL","شتل","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",286,130,0,0,416,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0807","PARYAN","يريان","0807","PARYAN","يريان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",7098,5694,553,0,12792,553
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0807","PARYAN","يريان","0807","PARYAN","يريان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",453,518,21,0,971,21
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0808","ABSHAR","آبشار","0808","ABSHAR","آبشار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3238,1637,0,0,4875,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","08","PANJSHIR","پنجشیر","0808","ABSHAR","آبشار","0808","ABSHAR","آبشار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",431,145,0,0,576,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0901","PUL-E- KHUMRI","يلخمرى","0901","PUL-E- KHUMRI","يلخمرى","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",16485,9796,0,0,26281,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0901","PUL-E- KHUMRI","يلخمرى","0901","PUL-E- KHUMRI","يلخمرى","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",31253,16856,595,0,48109,595
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0902","DAHANA-E-GHORI","دهنه غورى","0902","DAHANA-E-GHORI","دهنه غورى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4007,2175,0,0,6182,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0902","DAHANA-E-GHORI","دهنه غورى","0902","DAHANA-E-GHORI","دهنه غورى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5980,3685,0,0,9665,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0903","DOSHI","لوشى","0903","DOSHI","لوشى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6864,2873,63,0,9737,63
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0903","DOSHI","لوشى","0903","DOSHI","لوشى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6194,5645,7,0,11839,7
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0904","NAHRIN","نهرين","0904","NAHRIN","نهرين","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",15435,8334,2569,1540,23769,4109
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0904","NAHRIN","نهرين","0904","NAHRIN","نهرين","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4475,3162,592,170,7637,762
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0905","BAGHLAN-E-JADID","بفلان جديد","0905","BAGHLAN-E-JADID","بفلان جديد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8251,4945,141,469,13196,610
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0905","BAGHLAN-E-JADID","بفلان جديد","0905","BAGHLAN-E-JADID","بفلان جديد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",16785,7560,3368,3064,24345,6432
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0906","KHENJAN","خنجان","0906","KHENJAN","خنجان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4189,2875,45,0,7064,45
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0906","KHENJAN","خنجان","0906","KHENJAN","خنجان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1110,476,31,0,1586,31
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0907","ANDARAB","اندراب","0907","ANDARAB","اندراب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6685,2895,398,0,9580,398
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0907","ANDARAB","اندراب","0907","ANDARAB","اندراب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1237,762,68,0,1999,68
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0908","DEHSALAH","ده صلاح","0908","DEHSALAH","ده صلاح","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6332,3978,1182,577,10310,1759
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0908","DEHSALAH","ده صلاح","0908","DEHSALAH","ده صلاح","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",869,847,14,21,1716,35
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0909","KHWAJAHEJRAN","جلگه","0909","KHWAJAHEJRAN","جلگه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",10827,7697,553,184,18524,737
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0909","KHWAJAHEJRAN","جلگه","0909","KHWAJAHEJRAN","جلگه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2279,1817,34,48,4096,82
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0910","BURKA","بركه","0910","BURKA","بركه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",7475,3910,140,0,11385,140
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0910","BURKA","بركه","0910","BURKA","بركه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",13000,6269,1052,0,19269,1052
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0911","TALA WA BARFAK","تاله و برفد","0911","TALA WA BARFAK","تاله و برفد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8913,4383,0,0,13296,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0911","TALA WA BARFAK","تاله و برفد","0911","TALA WA BARFAK","تاله و برفد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3571,3671,0,0,7242,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0912","PUL-E-HESAR","يل حصار","0912","PUL-E-HESAR","يل حصار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2649,881,0,0,3530,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0912","PUL-E-HESAR","يل حصار","0912","PUL-E-HESAR","يل حصار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",263,217,0,0,480,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",13663,9147,400,0,22810,400
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1706,1639,200,0,3345,200
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3810,1820,1156,598,5630,1754
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",220,249,43,2,469,45
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4908,3424,554,577,8332,1131
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",395,180,44,22,575,66
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",9740,8008,345,0,17748,345
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4351,3414,123,0,7765,123
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5984,3821,486,0,9805,486
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3398,2653,102,0,6051,102
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",7801,5235,0,0,13036,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2019,1493,0,0,3512,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8217,4733,0,268,12950,268
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2481,1950,0,15,4431,15
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1005","YAKAWLANG","یکاولنگ","1005","YAKAWLANG","یکاولنگ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",13018,10307,0,445,23325,445
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1005","YAKAWLANG","یکاولنگ","1005","YAKAWLANG","یکاولنگ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4560,2723,0,137,7283,137
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1006","PANJAB","ينجاب","1006","PANJAB","ينجاب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8984,8420,0,0,17404,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1006","PANJAB","ينجاب","1006","PANJAB","ينجاب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3233,1968,0,0,5201,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1007","WARAS","ورس","1007","WARAS","ورس","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",14971,12369,0,142,27340,142
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","10","BAMIYAN","بامیان","1007","WARAS","ورس","1007","WARAS","ورس","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3355,1974,0,18,5329,18
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","11","GHAZNI","غزنی","1101","GHAZNI","غزنى","1101","GHAZNI","غزنى","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",19835,11095,462,76,30930,538
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","11","GHAZNI","غزنی","1101","GHAZNI","غزنى","1101","GHAZNI","غزنى","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6580,1736,145,4,8316,149
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","11","GHAZNI","غزنی","1102","WALIMUHAMMAD-E- SHAHID","ولى محمد شهيد","1102","WALIMUHAMMAD-E- SHAHID","ولى محمد شهيد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",11,0,0,0,11,0
